https://www.ptt.cc/bbs/WomenTalk/M.1577095563.A.549.html,3,"
最近開始展開運動計畫
朋友幫我規畫一系列的運動菜單
還跟我聊到可以做凱格爾運動來提升盆底肌力
可以跟另一伴有更性福的生活
我之前都沒聽過，朋友還說怎麼會
有人和我一樣嗎...讓我知道我不孤單

這陣子都在嘗試固定做凱格爾
但一直不確定姿勢到底對不對
有人也有在做凱格爾運動嗎？
大概的感覺是什麼？通常多久會有感提升？


",Mon Dec 23 18:05:59 2019,"
[問題] 有人在做凱格爾運動嗎
"
https://www.ptt.cc/bbs/WomenTalk/M.1577096442.A.B56.html,2,"

雖然大家PTT上都笑笑鬧鬧 虧來虧去

感覺男生就是正妹大奶  女生就是$$$$$$$$$$

但是真實世界真的不是這樣的


為了避免很多人裹足自卑  不敢追求真愛

在這邊想打擾大家開玩笑

說一下


因為自己做相關工作 看的到一些情況跟數據

我敢跟各位說 現在人好命

愛自己的程度遠超過你想像


意思就是 大家追求自己要的　超過追求別人眼中覺得好的


很多女生是看感覺 看相處的

甚至放棄了帳面上更好的條件

因為他們知道日子是自己要過  別人羨慕也就那一瞬間

之後還是自己漫長的人生


所以大家PTT上嘴砲歸嘴砲  不要真的當真

做出自己自卑 或是錯過好姻緣的舉動啊

",Mon Dec 23 18:20:40 2019,"
Re: [討論] 主動放棄當醫師娘的女孩有多讓人佩服?
"
https://www.ptt.cc/bbs/WomenTalk/M.1577096617.A.118.html,27,"
如題

前陣子出國整理行李

我老母竟然要我帶手帕

我笑的美叮美噹  覺得怎麼有這麼荒謬的事情

又不是幼稚園還在帶手帕

況且一個大男人吃晚飯拿手帕出來有夠娘砲的


說什麼女生會覺得這樣很加分

但我當她在虎爛啦 帶手帕有夠甲的



",Mon Dec 23 18:23:35 2019,"
[討論] 男生帶手帕會不會很娘砲
"
https://www.ptt.cc/bbs/WomenTalk/M.1577097191.A.F66.html,5,"
明年想帶爸媽出國旅遊
想問一下大家有沒有帶長輩出國的經驗
有推薦的國家嗎?


",Mon Dec 23 18:33:09 2019,"
[閒聊] 帶長輩旅遊地點推薦?
"
https://www.ptt.cc/bbs/WomenTalk/M.1577097773.A.106.html,3,"
又到了一年一度的聖誕節
不免俗的交換禮物的時間又來了

這次很幸運的抽到同事從國外帶來的護髮系列禮盒
但是發現打開之後全部都是英文
都怪我小時候英文沒學好TT

請問板上有使用過這個品牌的
知道每一項的用法嗎？

附圖如下
https://i.imgur.com/ZUN2ZsN.jpg


最後祝大家聖誕節快樂！


",Mon Dec 23 18:42:50 2019,"
[問題] Sephora favorites求用法
"
https://www.ptt.cc/bbs/WomenTalk/M.1577097948.A.1D7.html,2,"


——-（幫朋友代發文——-


看到有人說不會請不熟的人

敝公司文化比較奇怪

一樣不熟

兩年來講不到20句話

婚禮直接傳閱公文叫你勾要去還是不去

我就直接勾不去 ㄏㄏ


全公司200人大概有1/4都先發一人一大盒500那種喜餅

（奇怪我以為喜餅都是婚禮當天才發？？那個新人結婚前就在發？？）

我只好包紅包給新人 而且不止600

但新人講話實在太他M的機掰

接觸不多 但每次都讓我暴怒

我非常後悔包紅包給他





後來過不到一年生了

又要討紅包（彌月有在收紅包的嗎？）

總務一個一個來收錢


這次我更不爽交

後來發現被討的只有我沒交


然後彌月蛋糕比喜餅發得更多

本單位全公司大小主管和包含所有子公司的主管都發

雖然我覺得子公司主管根本不認識這個人...

唯獨沒發給我




疑惑點：

1.這種型態是正常的嗎？是我少見多怪？？

2.總務跟我們單位收的錢是變成發給子公司主管的蛋糕嗎？




我是沒有很想吃那個蛋糕

但感覺這個新人從頭到尾都很勢利 而且很強迫同事掏錢

借花獻佛

還是說這一切都是一種禮貌？？

（那不好意思本人沒有想在該公司長期發展的意思所以沒禮貌就算了）




",Mon Dec 23 18:45:46 2019,"
Re: [討論]婚宴文化是不是陋習？
"
https://www.ptt.cc/bbs/WomenTalk/M.1577098289.A.D6E.html,6,"

 投票通知單何時會寄到？

請問有人知道嗎？

因為不住戶籍地

因此無法知道何時收到


請問有人收到了嗎

大概幾號呢

謝謝


",Mon Dec 23 18:51:27 2019,"
[問題] 投票通知單何時會寄到？
"
https://www.ptt.cc/bbs/WomenTalk/M.1577099078.A.017.html,19,"
各位女板板友下班快樂呀

如題

最近被教授壓在地上磨擦到千瘡百孔了

昨天的一句話讓我真的好難過

對自己的無能感到悲哀

但還是要硬著頭皮硬幹下去

平時覺得自己是個堅強的人

但最近真的不太行

今天跟女友待在一起時真的有想哭出來的衝動

QQ

原來自己也是很脆弱的

沒有八卦


",Mon Dec 23 19:04:36 2019,"
[心情] 有沒有壓力大想哭的時候
"
https://www.ptt.cc/bbs/WomenTalk/M.1577099579.A.331.html,2,"
油油我以剛剛發現冰箱裡面有布丁

想弄成布丁奶茶喝

然而油油拿成綠茶茶包了

可是布丁都已經倒出來了

只好做成布丁奶綠

沒想到味道意外地還不錯欸

大家有喝過布丁奶綠嗎？


",Mon Dec 23 19:12:56 2019,"
[閒聊] 大家有喝過布丁奶綠嗎？
"
https://www.ptt.cc/bbs/WomenTalk/M.1577100488.A.09D.html,2,"

記得以前打工時

民國96年6月22日發布，自7月1日起實施，調整基本工資為每月17,280元，每小時95元。


現在打工150*22*8=26400


以前辛苦只領17280

現在打工就有26400

因此是不是不用努力了？

因為最底層也有26400


",Mon Dec 23 19:28:06 2019,"
[問題] 不用努力是不是沒關係了
"
https://www.ptt.cc/bbs/WomenTalk/M.1577085031.A.628.html,X2,"

我妹今天在FB發文

因為是廢文我就隨手按個怒

結果她就爆氣打電話來罵我==

換做在ptt發文的話

怒就=噓

那你各位會介意在ptt被噓文嗎？

我自己是完全不介意啦


https://imgur.com/LOECccm


",Mon Dec 23 15:10:26 2019,"
[閒聊] 會介意被噓文嗎？
"
https://www.ptt.cc/bbs/WomenTalk/M.1577085333.A.A2D.html,,"
到了年底各種聚餐應酬場合都跑出來了

不去又好像不行

這次還要想同事的生日禮物要送什麼

好希望工作單純一點

心累...


",Mon Dec 23 15:15:31 2019,"
[心情] 心累
"
https://www.ptt.cc/bbs/WomenTalk/M.1577085389.A.B0B.html,3,"
如題

今天我吃早餐店

點了一個燻雞蛋堡加雞塊還有一杯大冰紅

總計共100摳

這個錢已經超過一個便當了

我想知道

我這樣吃

財力在哪邊

應該算有錢吧？


",Mon Dec 23 15:16:27 2019,"
[閒聊] 我吃早餐吃100塊財力大概在哪邊？
"
https://www.ptt.cc/bbs/WomenTalk/M.1577086364.A.B94.html,4,"
一直以自己白皙乾淨的皮膚為傲
沒想到去年觀察到左臉頰多了一塊老人斑，看了覺得很不舒服
淡斑精華液擦了一年多了，感覺只淡掉一點點
老公一直叫我想開一點
但他是屬於那種完全沒在保養，又是毛孔又是各種凹疤痘疤和曬斑的
我不想聽他意見= =
但又怕醫美雷射會對皮膚太刺激，尤其我都沒打過的經驗，會不會弄巧成拙，對皮膚更不
好呢?女孩們有老人斑會處理掉嗎?


",Mon Dec 23 15:32:42 2019,"
[閒聊] 老人斑會去理它嗎?
"
https://www.ptt.cc/bbs/WomenTalk/M.1577086460.A.372.html,1,"
公司明天要交換兩種禮物
一個是正常的禮物
一個是爛禮物

原本已經決定好爛禮物要送美妝鏡
但剛剛google了一下
送禮禁忌中居然有鏡子耶
只知道不能送鐘，沒想到鏡子也是其中之一

雖然把它定位為爛禮物
但不知道真的送出去之後會不會有點不妥

大家覺得呢?
還是要另外換一個爛禮物去交換


",Mon Dec 23 15:34:18 2019,"
[討論] 交換禮物送鏡子是禁忌嗎?
"
https://www.ptt.cc/bbs/WomenTalk/M.1577086913.A.693.html,12,"
最近失戀了心情不太好，大概因為很心寒的關係，常常有種冷冷、畏寒的感覺（明明南部
蠻熱的）
能想到讓自己暖心的事大概就是天冷時穿舒服的襪子喝熱茶或巧克力...
大家能分享平常還能做哪些事讓自己心暖暖嗎 想學起來試試看 謝謝


",Mon Dec 23 15:41:51 2019,"
[問題] 做哪些事能讓自己覺得暖心
"
https://www.ptt.cc/bbs/WomenTalk/M.1577088525.A.B9D.html,3,"
108年性侵加害者關係比例 如下圖

https://imgur.com/a/nZm7plG

可以看到六都內 鬼父王者其實是台北

名聞遐邇的鬼父城只有  NO.3 !!!!!!!

若以全台各縣市看  科技新貴聚集地  """"新竹市"""" 高達11.1%

以2.1%遙遠的差距 屌虐第二名的南投縣 而新北只有NO.8



若以 鬼父+鬼親 六都則是高雄市奪冠 小勝台北 而新北依然只有 NO.3

而以全台各縣市看 雲林縣18%  南投.新竹市則為17%  可見""""雲林""""鬼親比例相當驚人


結論: 新北只是因為人口最多 導致總案件數最多 真實排名其實屬於中段班而已

      大家4不4誤會了新北??


",Mon Dec 23 16:08:43 2019,"
[閒聊] 大家是不是誤會了鬼父城-新北??
"
https://www.ptt.cc/bbs/WomenTalk/M.1577088546.A.511.html,1,"
福佬沙文主義是在哈嘍？拿閩南語偷換概念包裝成台語，可恥！

福佬沙豬殺人掠地再說自己母語才是當地語言，根本強盜邏輯

真正台語文字是新港文好嗎？

拿漢字說這是台文，你怎麼不說這是漢文或是福建文？


",Mon Dec 23 16:09:04 2019,"
Re: [閒聊] 台語文跟諧音字哪個好懂？
"
https://www.ptt.cc/bbs/WomenTalk/M.1577089291.A.AC2.html,1,"
如題

這是我姐姐

https://i.imgur.com/xzuIh6o.jpg

姐姐很怕生

所以都沒有朋友

該怎麼幫助她才好


",Mon Dec 23 16:21:29 2019,"
[問題] 姐姐沒有朋友怎麼辦？
"
https://www.ptt.cc/bbs/WomenTalk/M.1577089421.A.AED.html,6,"

我最近看了很多兩性跟把妹的影片跟書，
很多那種理論都是教你成為一個把妹達人，
灌輸你能跟很多女生約會甚至上床，
就是一種證明自身價值的標章，
我知道女生喜歡的不是一定高富帥，
通常大多數女生在乎的只是一種“感覺“，
像我這種拙男，
感覺這種東西就像大海撈針一樣，
只聽過沒遇過，
像我身邊有一些男生長的普通，
工作也賺不多，但是超會把妹，
被稱做成年後沒單身加總過三個月的男人，
他們就是一張嘴兩隻眼特別厲害，
任何女生幾乎沒有不能把到的，
但是絕對不是因為高富帥，
我就不懂他們一直不斷把妹，
一直劈腿換女友，
為什麼一直有女生愛上他，
所以女生其實真的喜歡的感覺就是，
他感覺“超有魅力每個女生都超愛他，
那我也要“這樣嗎？

-
Sent from JPTT on my Sony H4331.


",Mon Dec 23 16:23:39 2019,"
[討論] 很會把妹的男生
"
https://www.ptt.cc/bbs/WomenTalk/M.1577089596.A.646.html,4,"
聖誕節和跨年就要來臨了！

相必很多人會小酌一番吧！

不知道大家都愛喝什麼酒呢？

奶酒、調酒、威士忌還是紅酒勒？


",Mon Dec 23 16:26:34 2019,"
[閒聊] 大家喜歡喝什麼酒？
"
https://www.ptt.cc/bbs/WomenTalk/M.1577089625.A.3E1.html,6,"
大家安安

乳提

本肥家的橘貓有夠派

有時候想摸摸牠都被打被抓被咬

可是捏

看在牠可愛的份上還是原諒他

剛剛去搔他下八馬上就呼嚕嚕了

真的是可愛死

我說

貓奴是不是都抖m蛤?


",Mon Dec 23 16:27:03 2019,"
[閒聊] 貓奴是不是都抖m
"
https://www.ptt.cc/bbs/WomenTalk/M.1577089660.A.E4B.html,12,"
小妹我之前的公司還蠻奇怪的

裡面所有的同事是用號碼來稱呼對方，每個人都有自己的號碼，可是不知道對方的本名是
什麼？
所以公司負責收包裹的那位同事有跑來跟我小抱怨說，他都不知道誰是誰了，很難把包裹
給對方XD

還有我們部門的主管都用兇地來教育(覺得他的小孩好可憐QQ)，禁止我們部門的人說話聊
天，要討論只能跟主管討論這樣，所以我們部門氣氛有點冷冷的，別的部門也是這樣跟我
說我們部門冷冷地。

更詭異的事情就是.....
要辭職的時候，我跟人事部要""離職證明""....
他還不知道那是什麼東西...
他待在公司好幾十年還不知道....?!


不知道還有沒有人待過奇怪公司的經驗呢@@?





",Mon Dec 23 16:27:38 2019,"
[閒聊] 有人待過很奇怪的公司嗎?
"
https://www.ptt.cc/bbs/WomenTalk/M.1577089838.A.5F1.html,4,"

內葛啊
我熱力學期中好像爆了
算了一下分數，應該是會過啦
但內葛分數好像QQ
也已經過退選期限惹
如果修過了，那個等地就會一直掛在上面
感覺好揪心
該為了從頭來過故意讓自己被當ㄇ？


 標題  [討論] 可以接受另一半不懂牛頓三大定律嗎?
推 LaAc: 可以，但不能接受另一半不會康普吞散射                      06/30 19:46
推 twsone30821: 可以，但不能接受另一半不會傅立葉轉換               06/30 19:53
推 physics11: 可以，但不能接受另一半不會SVD decomposition          06/30 19:56
推 BrowningZen: 可以，但不能接受另一半不會有限元分析               06/30 22:02
→ c986574: 可以，但不能接受另一半不懂路網分配重力模型             06/30 22:13


",Mon Dec 23 16:30:34 2019,"
[問題] 會為了更好的成績讓自己被當掉嗎
"
https://www.ptt.cc/bbs/WomenTalk/M.1577090054.A.EE6.html,爆,"
大家午安~我芙尼~

今天有一堂課的空堂，
所以我跑去找學校的橘貓，
然後餵食牠，
（以下的圖片都是影片截圖）
https://i.imgur.com/iahvQAY.jpg
在餵牠的時候小小聲的問牠：
有沒有秘密基地？

餵完他之後，
他帶我到了一個放雜物的地方。
https://i.imgur.com/gmggCTb.jpg
https://i.imgur.com/rjlNqP0.jpg
就是一個黑黑的地方，
沒什麼特別的XD

後來他又帶我到了一個附近在施工的地方，
https://i.imgur.com/VQvLL3d.jpg
在看了幾秒那個洞之後，
就鑽進去了....
https://i.imgur.com/8M5qkjI.jpg
https://i.imgur.com/yz0HMYQ.jpg
留我在原地傻眼（囧
過了一兩分鐘，
他終於跑出來了，
https://i.imgur.com/J2D8vk7.jpg

再後來，
他帶我走到了一個....
嗯....感覺更像秘密基地的地方了！
https://i.imgur.com/uX8TVTs.jpg
https://i.imgur.com/kEyqPJL.jpg
可是我一樣過不去，
就跟他講我要去其他地方了~

結果後來我自己繞了學校一圈之後，
發現他停在一個我平常會經過的地方，
https://i.imgur.com/iUj6RoY.jpg
https://i.imgur.com/aYTVpgL.jpg
他跟我對到眼之後又走在我前面，
最後我們回到了他平常睡覺的地方XD
無聊的空堂就這樣消磨了一半的時間。

橘貓真的好可愛啊啊啊~



痴人說著夢，都道情之所鍾。


",Mon Dec 23 16:34:12 2019,"
[心情] 叫貓貓帶我去牠的秘密基地
"
https://www.ptt.cc/bbs/WomenTalk/M.1577090862.A.345.html,2,"
畢竟墨西哥多數人都還是過聖誕節的 無神論者也只能是少數派的主張 所以
在國際社會上就像台灣的同性戀族群一樣 在本國被很多人排斥 只有先進的
國際人權組織會比較關注 而墨西哥人因為多半信仰天主教的關係 看待台灣
同性戀族群也是保守派的 所以並不是很在乎 不過台灣目前也開始重視人權發展
或許有些人看待墨西哥無神論者是加以支持的？


",Mon Dec 23 16:47:40 2019,"
[問題] 你都怎麼看待墨西哥無神論者
"
https://www.ptt.cc/bbs/WomenTalk/M.1577091141.A.926.html,6,"
看到女生名字很像男生的困擾那篇，

讓我想到我某個女生朋友聲音很低沉，

是那種打客服電話，客服問貴姓，

回答之後客服會說：「X先生，您好」的低沉。


不過看她好像很坦然接受，

反而很喜歡別人看到真面目的反差效果，

女生聲音很像男生會覺得困擾嗎？


",Mon Dec 23 16:52:18 2019,"
[閒聊] 女生聲音很像男生會困擾嗎？
"
https://www.ptt.cc/bbs/WomenTalk/M.1577075905.A.480.html,6,"
案例一

小時候媽媽欣慰的跟我說「這是我自己工作存錢買的鑽戒」

我「好小哦看不到」

我當時年紀是國小


案例二

大學的時候剛開始參加身心障礙服務社
因為我自己不是身障者，我只是一個參加社團的普通人
平常身障同學跟我解釋有別於平常人
會在生活上遇到的困難時都會以「一般人」來區別非身障者

有一次社員很友善的說「你平常沒事也可以來資源教室哦」
我「一般人也可以嗎？」

講完突然安靜了一下，社工馬上接著說「當然可以呀」
我馬上就意識到我犯了沒有把他們當一般人的錯
有一部電影叫作《愛情的模樣》，是一部男主角是視障的同志愛情片
裡面有一個有趣的橋段就是，另一個男主角因為把視障男主角當成一般人
就很自然的問他要不要去「看電影」，視障男主角當然無言
但是因為從小被媽媽保護得很好
朋友把他當作一般人看待問他「要不要看電影」讓他很開心


案例三
媽媽公司尾牙，當時我去參加的時候是國小五年級

看到兩個長得很像，行為舉止感覺關係很好的兩個的人
一個叫小P，一個叫Ashley

我竟然當著大家的面問說「Ashley是小P的媽媽嗎？」

但他們只是兩個年齡相仿的好同事...




",Mon Dec 23 12:38:23 2019,"
[閒聊] 發現自己講錯話很尷尬
"
https://www.ptt.cc/bbs/WomenTalk/M.1577076095.A.246.html,4,"
我看Dcard很少那種負面的噓文.
只有唬爛文而已
主要是他那個介面開小帳號留偏激文,讓人感覺到很容易被肉搜出來

但是這邊PTT在戒嚴,然後很多人活似反社會在散播仇恨
把平時不敢在現實生活講的話,開個小帳號四處找人發狂


好奇為何不想看負面文的人還待在PTT?


PS:我個人是因為當年台大椰林時期的用戶今天都是社會賢達還在用PTT才繼續用的
之前有個新聞有人在法律版發狂要告人,結果裡面鄉民全大法官


",Mon Dec 23 12:41:33 2019,"
[問題]為啥不喜歡負面文的人不去用Dard?而來PTT?
"
https://www.ptt.cc/bbs/WomenTalk/M.1577076581.A.CD1.html,,"
剛剛去全聯買東西

前面兩個年輕台女結帳一直聊天

店員刷完商品才慢吞吞拿錢出來

先從皮包裡拿出皮夾，再從皮夾裡掏出零錢

把零錢一個個擺在櫃檯數點最後才拿給店員

拜託，不會在結帳前就準備錢放在手上嗎？

結帳完也不走開，礙手礙腳堵在收銀台整理物品、收零錢

前前後後花了快三分鐘

每次去全聯都會遇到這種台女


",Mon Dec 23 12:49:39 2019,"
[討論] 為啥部分台女結帳總愛慢吞吞？
"
https://www.ptt.cc/bbs/WomenTalk/M.1577076854.A.3EC.html,10,"
如果看到陌生人打翻飲料，會主動給衛生紙嗎？

還是應該假裝沒看到，以免大家都開始注意他，反而更糗？

大家覺得呢？


",Mon Dec 23 12:54:12 2019,"
[閒聊] 看到路人打翻東西，會幫忙嗎？
"
https://www.ptt.cc/bbs/WomenTalk/M.1577077017.A.594.html,,"






你忘了網路是現代認識人的最快方法了


像交友軟體 很多 自己去下載一下

不過記得擺上好看的照片 像是有禿頭的要用瀏海蓋住

皮膚不好 皮膚黑的 要美肌



然後最好擺上你在車子內開車的照片


讓妹子們知道你是有車的


雖然車很破 但有車就是方便




還有阿

PTT也可以認識人阿


什麼交友群組的

一天到晚徵人


桌遊運動 後面就變劈腿打砲了



還有汪踢跟歐兔

宅男應該會覺得找到新天堂


你試試看

供參考 ^_^



",Mon Dec 23 12:56:55 2019,"
Re: [閒聊] 出社會容易認識異性嗎
"
https://www.ptt.cc/bbs/WomenTalk/M.1577077324.A.3AB.html,1,"


那總結一下

支持同性戀的女性比較多

女生追女生 又比女生追男生容易

大部分的男生對男同反感 但保持尊重

然後這份反感叫做歧視




有沒有資料可以舉證

目前同婚是女女多還是男男多







如果是女女多

那同運是不是可以大致上來說

也是女性的需求吧

然後把它弄的很大的樣子





有掛嗎？


",Mon Dec 23 13:02:02 2019,"
Re: [討論] 有女生不能接受跟同性交往的嗎？
"
https://www.ptt.cc/bbs/WomenTalk/M.1577077715.A.9EC.html,爆,"


我朋友單身未婚，職業很不錯，開業醫。無不良嗜好。

最近辦公室來了一位妹妹，想介紹給我朋友，結果女生說男生大她14歲太老了，她不要，連見面聊聊天也不想。說可以當醫師娘也無法打動她。

所以一般台灣的女孩可以接受大她幾歲的男人呢？
-
Sent from JPTT on my iPhone


",Mon Dec 23 13:08:31 2019,"
[閒聊] 女孩能接受比自己大幾歲的男人？
"
https://www.ptt.cc/bbs/WomenTalk/M.1577078352.A.C8C.html,4,"

才下載一天，早上看到十幾個配對，
我想說中午來聊，
結果全是些像做酒店的跟詐騙的，
不然就是自介空白只放一張照片的，
沒半個想聊的啊，
大家遇過交友軟體詐騙嗎？

-
Sent from JPTT on my Sony H4331.


",Mon Dec 23 13:19:10 2019,"
[討論] 在交友軟體遇過詐騙嗎？
"
https://www.ptt.cc/bbs/WomenTalk/M.1577078543.A.88B.html,,"


上禮拜去台中宇良食沙鹿店吃完鍋，結帳處有一台餐後去味機，用完覺得效果挺好的，噴
出來的噴霧，還有些微的植物味道，身上的食物臭味真的有被分解的感覺，蠻神奇的。有
些店家有這種設備的話，可以試試看。


",Mon Dec 23 13:22:21 2019,"
Re: [問題] 吃火鍋有辦法都不留味道嗎？
"
https://www.ptt.cc/bbs/WomenTalk/M.1577079293.A.2AE.html,37,"
自己煮飯一兩個月了
發現有些改變如下：
1.體重下降（但我煮的不是減肥水煮餐，就正常飯菜，麻婆豆腐、青椒肉絲之類）
2.發現自己現在幾乎不想喝手搖飲料
以前外食幾乎每餐都想要配一杯飲料 現在卻完全不想喝飲料！？
3.不會一直想要吃餐廳
之前每次假日都想到處吃大餐（價位大概四五百） 現在還好

然後自煮完全沒比較省錢，
算下來一人一餐的食材成本都要一百元以上！
（我們兩個人，吃很普通中式二菜一湯或三菜一湯）
真的很想知道為何外食可以這麼便宜？
還有做菜雖然花時間，但也挺紓壓的
大家自己煮飯以後也有觀察到什麼改變嗎？



",Mon Dec 23 13:34:51 2019,"
[閒聊] 自煮後的改變
"
https://www.ptt.cc/bbs/WomenTalk/M.1577079658.A.C3F.html,6,"
市面上常見的波士頓龍蝦
一般直覺都會覺得活的比較新鮮

但最近朋友說，其實原產地活體急凍的比運來台灣活體的還新鮮
因為運來台灣的時候已經要死不活了

由於本身不是專業人士
只是在台灣養殖場幫忙賣海鮮一陣子

聽了朋友說完這個理論
再吃他買來所謂的活體急凍

老實講並不覺得有比當初在養殖場時吃到的好吃

二方面是一樣是冷凍，其實你也不知道它到底是什麼時候冷凍的...
所以持保留態度

但還是想請教比較專業的人解答
畢竟活體比較貴，如果還沒比較新鮮的話感覺很虧






",Mon Dec 23 13:40:56 2019,"
[討論] 活體龍蝦跟冷凍龍蝦哪個新鮮
"
https://www.ptt.cc/bbs/WomenTalk/M.1577080598.A.416.html,3,"
放空的時候
即使心裡沒有想什麼 或是腦筋在想其他的事情 手卻自己無聊在動
那這時候大家會打出怎樣的字出來呢
我似乎蠻常打 王八蛋的說
而且是沒啥意識的情況
等到字跳出來了才發覺 怎樣又打王八蛋了


",Mon Dec 23 13:56:36 2019,"
[討論] 放空時如果如果打字會打什麼字
"
https://www.ptt.cc/bbs/WomenTalk/M.1577081187.A.DB3.html,2,"
九成台女16歲破處是因為 [新北特產]


新北台女大概平均在4歲到7歲就被爸爸破處了
然後大概要到國小五年級11歲上健康教育才知道自己破掉了

所以每年國小升五年級健康教育課時,都會有一批爸爸進牢裡
然後鬼父被抓到警局狂喊:女兒是爸爸上輩子的情人!!!


[所以請新北鬼父克制一點不要每次都把破處年齡嚴重拉低好嗎!]



",Mon Dec 23 14:06:25 2019,"
Re: [新聞] 比男生初體驗更早！9成台女16歲破處　
"
https://www.ptt.cc/bbs/WomenTalk/M.1577081602.A.735.html,3,"
還蠻常去咖啡廳坐著想事情
有時候也會帶筆電去用
想問問大家去連鎖還是非連鎖的咖啡廳居多?
(好像連鎖的比較多有提供wifi)
連鎖的比較常去哪間?非連鎖有甚麼推薦的嗎?


",Mon Dec 23 14:13:20 2019,"
[閒聊] 比較常去連鎖還是非連鎖的咖啡廳?
"
